Alfred forum,,https://www.alfredforum.com/search/?q={query},icons/alfred.png
Alfred Workflows,,https://www.alfredforum.com/search/?q={query}&type=forums_topic&nodes=3&updated_after=any&sortby=newest&search_and_or=and&search_in=titles,icons/alfred.png
